cfg_name,model,exptype,diffinit,t,setting,attack_acc_with_same_ri,epsilon_with_same_ri,attack_acc_with_diff_ri,epsilon_with_diff_ri
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.49737118822292326,-0.010515343999522897,0.4971083070452156,-0.01156690078179529
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5044689800210305,0.017876396125588657,0.5044689800210305,0.017876396125588657
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.49369085173501576,-0.02523793258986265,0.49369085173501576,-0.02523793258986265
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5044689800210305,0.017876396125588657,0.5044689800210305,0.017876396125588657
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.4960567823343849,-0.01577319767709417,0.49631966351209256,-0.014721611825359738
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5039432176656151,0.015773197677094095,0.5042060988433228,0.01682479224998056
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.4942166140904311,-0.023134575401656855,0.4942166140904311,-0.023134575401656855
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5039432176656151,0.015773197677094095,0.5039432176656151,0.015773197677094095
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.49500525762355413,-0.01997963411140421,0.49500525762355413,-0.01997963411140421
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5049947423764458,0.019979634111404115,0.5049947423764458,0.019979634111404115
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.4957939011566772,-0.016824792249980593,0.4957939011566772,-0.016824792249980593
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5042060988433228,0.01682479224998056,0.5042060988433228,0.01682479224998056
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.49631966351209256,-0.014721611825359738,0.4957939011566772,-0.016824792249980593
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5047318611987381,0.018928009885518644,0.5047318611987381,0.018928009885518644
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.4957939011566772,-0.016824792249980593,0.4960567823343849,-0.01577319767709417
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5031545741324921,0.012618463959211464,0.5034174553101998,0.01367003411323676
mnist_binary_lr,logistic,fsfi,True,1900,noiseless,0.4960567823343849,-0.01577319767709417,0.4960567823343849,-0.01577319767709417
mnist_binary_lr,logistic,fsfi,True,1900,bolton,0.5023659305993691,0.009463793030950142,0.5023659305993691,0.009463793030950142
mnist_binary_lr,logistic,fsvi,False,1900,noiseless,0.4971083070452156,-0.01156690078179529,0.4971083070452156,-0.01156690078179529
